model,query_id,query,family,language,extra_docs,trial,pool_docs,top1_score,top10_mean_score,iaea_priority_top10,first_iaea_rank
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,2,23,0.6637327671051025,0.6465427875518799,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,3,23,0.6821401715278625,0.6529914140701294,0.5,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,4,23,0.7356589436531067,0.6676127910614014,0.4,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,5,23,0.6637327671051025,0.6341357231140137,0.8,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,6,23,0.7356589436531067,0.6651780605316162,0.4,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,7,23,0.6637327671051025,0.6376949548721313,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,8,23,0.7054204940795898,0.6598416566848755,0.4,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,9,23,0.7031033039093018,0.6585959196090698,0.5,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,0,28,0.7356589436531067,0.6759293675422668,0.1,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,1,28,0.7073910236358643,0.660357654094696,0.1,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,2,28,0.6821401715278625,0.6596704721450806,0.2,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,3,28,0.6661217212677002,0.6457467675209045,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,4,28,0.7356589436531067,0.6552200317382812,0.6,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,5,28,0.6637327671051025,0.6421028971672058,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,6,28,0.7356589436531067,0.6705054044723511,0.1,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,7,28,0.7031033039093018,0.6521449089050293,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,8,28,0.7356589436531067,0.6579059362411499,0.6,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,9,28,0.7031033039093018,0.6456310153007507,0.6,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,0,33,0.7054204940795898,0.6685883402824402,0.1,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,1,33,0.7054204940795898,0.6759713292121887,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,2,33,0.7356589436531067,0.6834743618965149,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,3,33,0.7031033039093018,0.6497300267219543,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,4,33,0.7356589436531067,0.6840270161628723,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,5,33,0.6821401715278625,0.6546962857246399,0.4,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,6,33,0.7054204940795898,0.6668503880500793,0.2,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,7,33,0.7356589436531067,0.6629067659378052,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,8,33,0.7356589436531067,0.6861720085144043,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,9,33,0.7054204940795898,0.677202045917511,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,0,38,0.7356589436531067,0.6819960474967957,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,1,38,0.7073910236358643,0.6578376889228821,0.3,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,2,38,0.7073910236358643,0.6615229845046997,0.1,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,3,38,0.7073910236358643,0.6639683246612549,0.2,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,4,38,0.7356589436531067,0.6827667951583862,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,5,38,0.7356589436531067,0.6578953862190247,0.4,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,6,38,0.7054204940795898,0.6730976700782776,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,7,38,0.7073910236358643,0.673700213432312,0.1,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,8,38,0.7054204940795898,0.6692475080490112,0.1,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,9,38,0.7054204940795898,0.6694844961166382,0.1,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,0,43,0.7073910236358643,0.6675012707710266,0.1,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,1,43,0.7031033039093018,0.667506992816925,0.1,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,2,43,0.7356589436531067,0.6844688653945923,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,3,43,0.7356589436531067,0.6776729822158813,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,4,43,0.7356589436531067,0.6861720085144043,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,5,43,0.7356589436531067,0.6692463755607605,0.3,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,6,43,0.7073910236358643,0.6790011525154114,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,7,43,0.7356589436531067,0.6841239929199219,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,8,43,0.7073910236358643,0.6746199727058411,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,9,43,0.7054204940795898,0.6776747703552246,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,0,48,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,1,48,0.7073910236358643,0.674575924873352,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,2,48,0.7356589436531067,0.6877372860908508,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,3,48,0.7356589436531067,0.6733505129814148,0.1,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,4,48,0.7073910236358643,0.6741032600402832,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,5,48,0.7356589436531067,0.6740601658821106,0.1,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,6,48,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,7,48,0.7356589436531067,0.6841239929199219,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,8,48,0.7073910236358643,0.6743429899215698,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,9,48,0.7356589436531067,0.6768251657485962,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,0,53,0.7073910236358643,0.68317711353302,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,1,53,0.7356589436531067,0.6862689852714539,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,2,53,0.7356589436531067,0.6825708150863647,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,3,53,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,4,53,0.7073910236358643,0.6826022863388062,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,5,53,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,6,53,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,7,53,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,8,53,0.7054204940795898,0.672873854637146,0.1,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,9,53,0.7356589436531067,0.6877372860908508,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,0,58,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,1,58,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,2,58,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,3,58,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,4,58,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,5,58,0.7356589436531067,0.6867467761039734,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,6,58,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,7,58,0.7356589436531067,0.6877372860908508,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,8,58,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,9,58,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,0,63,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,1,63,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,2,63,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,3,63,0.7356589436531067,0.6877372860908508,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,4,63,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,5,63,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,6,63,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,7,63,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,8,63,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,9,63,0.7356589436531067,0.6841239929199219,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,0,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,1,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,2,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,3,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,4,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,5,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,6,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,7,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,8,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,9,64,0.7356589436531067,0.6914354562759399,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,0,0,13,0.5960785150527954,0.5661399960517883,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,0,18,0.5960785150527954,0.5838099718093872,0.4,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,1,18,0.6797909736633301,0.5862956047058105,0.6,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,2,18,0.6409368515014648,0.614320695400238,0.2,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,3,18,0.7254466414451599,0.6239813566207886,0.2,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,4,18,0.7254466414451599,0.6078378558158875,0.3,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,5,18,0.6409368515014648,0.6029603481292725,0.4,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,6,18,0.5960785150527954,0.5661399960517883,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,7,18,0.6395689845085144,0.6035202741622925,0.2,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,8,18,0.6425541639328003,0.580905556678772,0.6,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,9,18,0.7254466414451599,0.6239813566207886,0.2,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,0,23,0.7254466414451599,0.6287079453468323,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,1,23,0.6379532814025879,0.5893681645393372,0.4,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,2,23,0.6425541639328003,0.5837780833244324,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,3,23,0.6425541639328003,0.624911904335022,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,4,23,0.7254466414451599,0.6098524928092957,0.3,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,5,23,0.6797909736633301,0.6143083572387695,0.2,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,6,23,0.7254466414451599,0.626334547996521,0.2,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,7,23,0.6447809934616089,0.591450572013855,0.3,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,8,23,0.7254466414451599,0.6287079453468323,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,9,23,0.6425541639328003,0.5837780833244324,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,0,28,0.7254466414451599,0.641442060470581,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,1,28,0.6409368515014648,0.6162335276603699,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,2,28,0.7254466414451599,0.6357170939445496,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,3,28,0.6425541639328003,0.5942413806915283,0.3,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,4,28,0.5960785150527954,0.5839780569076538,0.3,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,5,28,0.6409368515014648,0.6162335276603699,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,6,28,0.6425541639328003,0.6178171038627625,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,7,28,0.6797909736633301,0.6052966713905334,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,8,28,0.6379532814025879,0.5893681645393372,0.4,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,9,28,0.7254466414451599,0.6370792388916016,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,0,33,0.7254466414451599,0.6284729242324829,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,1,33,0.6425541639328003,0.6150022149085999,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,2,33,0.7254466414451599,0.6301407814025879,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,3,33,0.7254466414451599,0.626459002494812,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,4,33,0.6425541639328003,0.6141839623451233,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,5,33,0.7254466414451599,0.6340094804763794,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,6,33,0.6409368515014648,0.6170544028282166,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,7,33,0.6409368515014648,0.6201925277709961,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,8,33,0.7254466414451599,0.6143757700920105,0.1,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,9,33,0.6797909736633301,0.6091994047164917,0.2,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,0,38,0.6425541639328003,0.6208869218826294,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,1,38,0.7254466414451599,0.6273459196090698,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,2,38,0.7254466414451599,0.641442060470581,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,3,38,0.6797909736633301,0.6197682619094849,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,4,38,0.6425541639328003,0.6208811402320862,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,5,38,0.5960785150527954,0.5891827344894409,0.3,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,6,38,0.6447809934616089,0.6180340647697449,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,7,38,0.6447809934616089,0.6170080900192261,0.2,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,8,38,0.6425541639328003,0.6208811402320862,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,9,38,0.7254466414451599,0.6447826623916626,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,0,43,0.7254466414451599,0.6401408314704895,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,1,43,0.7254466414451599,0.6392008662223816,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,2,43,0.7254466414451599,0.6357381939888,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,3,43,0.7254466414451599,0.6407592296600342,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,4,43,0.6447809934616089,0.6294558644294739,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,5,43,0.7254466414451599,0.6450053453445435,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,6,43,0.7254466414451599,0.6338598132133484,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,7,43,0.6447809934616089,0.6297820806503296,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,8,43,0.6797909736633301,0.6329588294029236,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,9,43,0.6797909736633301,0.6200478672981262,0.1,8
